active_regime,baseline_candidate_id,baseline_selected_score,baseline_source_prior,baseline_template_name,bonus,canopy_dew_margin,conservative_margin,counterfactual_winner_id,counterfactual_winner_score,dew_margin_air,hour_of_day,rh_air,risk_flags,selected_minus_conservative,step,temp_air,vpd_air
NORMAL_BALANCED,previous_plan_prior:screen_dwell_hold:4,1.06,previous_plan_prior,screen_dwell_hold,0.06,6.323517773922273,0.058625000100583025,conservative_prior:conservative_stabilize:5,1.061374999899417,9.593215985334712,9.75,54.403473946942555,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": true, ""dry_vent_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.002625000100582975, ""final_score"": 0.058625000100583025, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.005833333556850784, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.005833333556850784, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",327,21.488572192599968,1.1683724760271632
NORMAL_BALANCED,previous_plan_prior:previous_shift_all:2,1.06,previous_plan_prior,previous_shift_all,0.06,3.8123392355743277,0.058625000100583025,conservative_prior:conservative_stabilize:5,1.061374999899417,8.673290555706778,12.25,58.38812310006019,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": false, ""dry_vent_risk"": false, ""high_vpd"": true, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.002625000100582975, ""final_score"": 0.058625000100583025, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.005833333556850784, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.005833333556850784, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",337,23.913070165909904,1.2350918615288222
NORMAL_BALANCED,previous_plan_prior:screen_dwell_hold:4,1.06,previous_plan_prior,screen_dwell_hold,0.06,9.071713944232576,0.058625000100583025,conservative_prior:conservative_stabilize:5,1.061374999899417,9.414052717719771,14.75,54.543955133982806,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": true, ""dry_vent_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.002625000100582975, ""final_score"": 0.058625000100583025, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.005833333556850784, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.005833333556850784, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",347,19.54675330428213,1.033350685721216
NORMAL_BALANCED,previous_plan_prior:screen_dwell_hold:4,1.06,previous_plan_prior,screen_dwell_hold,0.06,9.37381788537914,0.058625000100583025,conservative_prior:conservative_stabilize:5,1.061374999899417,9.955370255032037,15.25,52.6799345212631,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": true, ""dry_vent_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.002625000100582975, ""final_score"": 0.058625000100583025, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.005833333556850784, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.005833333556850784, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",349,19.838896274914593,1.0954030044238166
NORMAL_BALANCED,previous_plan_prior:screen_dwell_hold:4,1.06,previous_plan_prior,screen_dwell_hold,0.06,6.281917277059092,0.058625000100583025,conservative_prior:conservative_stabilize:5,1.061374999899417,9.604764376759382,8.25,54.340651978632344,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": true, ""dry_vent_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.002625000100582975, ""final_score"": 0.058625000100583025, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.005833333556850784, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.005833333556850784, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",417,21.40633686873053,1.1641077763240355
NORMAL_BALANCED,previous_plan_prior:screen_dwell_hold:4,1.06,previous_plan_prior,screen_dwell_hold,0.06,2.885229749487932,0.058625000100583025,conservative_prior:conservative_stabilize:5,1.061374999899417,9.371692524977812,8.75,55.69450189657129,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": false, ""dry_vent_risk"": false, ""high_vpd"": true, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.002625000100582975, ""final_score"": 0.058625000100583025, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.005833333556850784, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.005833333556850784, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",515,23.408984542349476,1.2757504453085513
NORMAL_BALANCED,previous_plan_prior:screen_dwell_hold:4,1.06,previous_plan_prior,screen_dwell_hold,0.06,2.1122255873962956,0.056374999731779285,conservative_prior:conservative_stabilize:5,1.0636250002682208,7.961051993212802,12.75,61.295667010719875,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": false, ""dry_vent_risk"": true, ""high_vpd"": true, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.0003749997317792353, ""final_score"": 0.056374999731779285, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.0008333327372869181, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.0008333327372869181, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",147,24.707863796716055,1.2047857653139369
NORMAL_BALANCED,previous_plan_prior:previous_shift_all:2,1.06,previous_plan_prior,previous_shift_all,0.06,1.8237903825715307,0.056374999731779285,conservative_prior:conservative_stabilize:5,1.0636250002682208,8.819954765877348,13.0,58.33907553642014,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": false, ""dry_vent_risk"": true, ""high_vpd"": true, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.0003749997317792353, ""final_score"": 0.056374999731779285, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.0008333327372869181, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.0008333327372869181, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",148,25.95084847817154,1.3962148257163356
NORMAL_BALANCED,previous_plan_prior:previous_shift_all:2,1.06,previous_plan_prior,previous_shift_all,0.06,1.7408834385472218,0.056374999731779285,conservative_prior:conservative_stabilize:5,1.0636250002682208,9.009974414961356,13.25,57.73331210615125,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": false, ""dry_vent_risk"": true, ""high_vpd"": true, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.0003749997317792353, ""final_score"": 0.056374999731779285, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.0008333327372869181, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.0008333327372869181, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",149,26.323899759732676,1.4480664926274105
NORMAL_BALANCED,previous_plan_prior:previous_shift_all:2,1.06,previous_plan_prior,previous_shift_all,0.06,1.963681735301897,0.056374999731779285,conservative_prior:conservative_stabilize:5,1.0636250002682208,8.646108037002072,13.5,58.95467966631317,"{""any_risk"": true, ""canopy_dew_margin_lt0"": false, ""canopy_dew_margin_lt1"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": true, ""dry_risk"": false, ""dry_vent_risk"": true, ""high_vpd"": true, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}","{""base_final_score"": 0.0003749997317792353, ""final_score"": 0.056374999731779285, ""prior_confidence_bonus"": 0.055999999999999994, ""projected_energy_proxy"": 0.0, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.0008333327372869181, ""raw_energy_proxy"": 0.0, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.0008333327372869181, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",150,25.831774430129,1.365927385989567
