canopy_dew_bonus,combo_conservative_selected_count,combo_conservative_selected_rate,combo_gap_to_target_rate,combo_row_count,combo_target_label,dew_or_humidity_bonus,dry_or_high_vpd_bonus,dry_vent_bonus,is_mixed_risk,policy,risk_combo_id,vector_id
0.0,0,0.0,0.35,6,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt0+dew_or_humidity,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,8,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,32,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt1+dew_or_humidity,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,3,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,40,under_target,0.0,0.0,0.0,False,severity_aware_non_additive_v1,dew_or_humidity,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,8,under_target,0.0,0.0,0.0,False,severity_aware_non_additive_v1,dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,4,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,4,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,dry_vent+canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.0,0,0.0,0.35,21,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,dry_vent+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.00
0.04,0,0.0,0.35,6,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt0+dew_or_humidity,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,8,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,32,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt1+dew_or_humidity,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,3,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,40,under_target,0.0,0.0,0.0,False,severity_aware_non_additive_v1,dew_or_humidity,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,8,under_target,0.0,0.0,0.0,False,severity_aware_non_additive_v1,dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,4,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
0.04,0,0.0,0.35,4,under_target,0.0,0.0,0.0,True,severity_aware_non_additive_v1,dry_vent+canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.04
